Fecha,match_id,Día,Local,Visitante,goles_local,goles_visitante,xG_local,xG_visitante
2024-09-28,72,Sáb,Getafe,Alavés,2,0,2.1,0.5
2024-09-28,73,Sáb,Rayo Vallecano,Leganés,1,1,0.9,0.9
2024-09-28,74,Sáb,Real Sociedad,Valencia,3,0,3.4,0.8
2024-09-28,75,Sáb,Osasuna,Barcelona,4,2,2.2,0.8
2024-09-29,76,Dom,Celta Vigo,Girona,1,1,0.5,0.8
2024-09-29,77,Dom,Athletic Club,Sevilla,1,1,2.0,1.1
2024-09-29,78,Dom,Betis,Espanyol,1,0,2.1,0.5
2024-09-29,79,Dom,Atlético Madrid,Real Madrid,1,1,1.3,0.8
2024-09-30,80,Lun,Villarreal,Las Palmas,3,1,2.8,0.9
2024-10-04,81,Vie,Leganés,Valencia,0,0,0.8,0.5
2024-10-05,82,Sáb,Espanyol,Mallorca,2,1,0.9,1.6
2024-10-05,83,Sáb,Getafe,Osasuna,1,1,0.8,0.3
2024-10-05,84,Sáb,Las Palmas,Celta Vigo,0,1,1.3,0.8
2024-10-05,85,Sáb,Valladolid,Rayo Vallecano,1,2,2.0,1.5
2024-10-05,86,Sáb,Real Madrid,Villarreal,2,0,0.5,1.1
2024-10-06,87,Dom,Girona,Athletic Club,2,1,1.9,3.1
2024-10-06,88,Dom,Alavés,Barcelona,0,3,0.7,2.7
2024-10-06,89,Dom,Sevilla,Betis,1,0,1.4,0.6
2024-10-06,90,Dom,Real Sociedad,Atlético Madrid,1,1,1.0,0.5
2024-10-18,91,Vie,Alavés,Valladolid,2,3,0.5,2.4
2024-10-19,92,Sáb,Athletic Club,Espanyol,4,1,1.3,0.2
2024-10-19,93,Sáb,Osasuna,Betis,1,2,2.0,2.1
2024-10-19,94,Sáb,Girona,Real Sociedad,0,1,0.4,1.7
2024-10-19,95,Sáb,Celta Vigo,Real Madrid,1,2,1.8,0.7
2024-10-20,96,Dom,Mallorca,Rayo Vallecano,1,0,2.0,0.6
2024-10-20,97,Dom,Atlético Madrid,Leganés,3,1,4.4,0.3
2024-10-20,98,Dom,Villarreal,Getafe,1,1,0.9,1.9
2024-10-20,99,Dom,Barcelona,Sevilla,5,1,3.8,1.0
2024-10-21,100,Lun,Valencia,Las Palmas,2,3,1.6,1.2
2024-10-25,101,Vie,Espanyol,Sevilla,0,2,1.2,0.8
2024-10-26,102,Sáb,Valladolid,Villarreal,1,2,0.9,2.0
2024-10-26,103,Sáb,Rayo Vallecano,Alavés,1,0,1.9,0.9
2024-10-26,104,Sáb,Las Palmas,Girona,1,0,0.9,0.6
2024-10-26,105,Sáb,Real Madrid,Barcelona,0,4,1.5,2.6
2024-10-27,106,Dom,Leganés,Celta Vigo,3,0,1.6,0.9
2024-10-27,107,Dom,Getafe,Valencia,1,1,2.2,0.7
2024-10-27,108,Dom,Betis,Atlético Madrid,1,0,1.9,0.5
2024-10-27,109,Dom,Real Sociedad,Osasuna,0,2,1.6,1.0
2024-10-28,110,Lun,Mallorca,Athletic Club,0,0,0.5,0.6
2024-11-01,111,Vie,Alavés,Mallorca,1,0,1.1,0.5
2024-11-02,112,Sáb,Osasuna,Valladolid,1,0,2.2,0.2
2024-11-02,113,Sáb,Girona,Leganés,4,3,2.0,0.4
2024-11-03,114,Dom,Atlético Madrid,Las Palmas,2,0,1.6,0.0
2024-11-03,115,Dom,Barcelona,Espanyol,3,1,1.8,0.9
2024-11-03,116,Dom,Sevilla,Real Sociedad,0,2,1.1,1.4
2024-11-03,117,Dom,Athletic Club,Betis,1,1,4.0,0.9
2024-11-04,118,Lun,Celta Vigo,Getafe,1,0,1.9,0.5
2024-11-08,119,Vie,Rayo Vallecano,Las Palmas,1,3,2.4,1.1
2024-11-09,120,Sáb,Real Madrid,Osasuna,4,0,3.1,0.1
2024-11-09,121,Sáb,Villarreal,Alavés,3,0,1.5,0.5
2024-11-09,122,Sáb,Leganés,Sevilla,1,0,1.1,0.6
2024-11-10,123,Dom,Betis,Celta Vigo,2,2,1.6,1.2
2024-11-10,124,Dom,Mallorca,Atlético Madrid,0,1,0.6,0.6
2024-11-10,125,Dom,Getafe,Girona,0,1,0.6,0.2
2024-11-10,126,Dom,Valladolid,Athletic Club,1,1,0.6,1.2
2024-11-10,127,Dom,Real Sociedad,Barcelona,1,0,2.0,0.7
