Fecha,match_id,Día,Local,Visitante,goles_local,goles_visitante,xG_local,xG_visitante
2018-08-17,1,Vie,Cádiz,Almería,1,0,1.3,0.1
2018-08-17,2,Vie,Albacete,La Coruña,1,1,2.1,0.8
2018-08-18,3,Sáb,Elche,Granada,0,0,0.3,0.3
2018-08-18,4,Sáb,Lugo,Málaga,1,2,0.8,2.0
2018-08-18,5,Sáb,Alcorcón,Sporting Gijón,1,1,0.6,0.7
2018-08-18,6,Sáb,Córdoba,Numancia,3,3,1.3,1.5
2018-08-19,7,Dom,Oviedo,Extremadura,1,1,1.2,0.5
2018-08-19,8,Dom,Mallorca,Osasuna,1,0,1.6,0.4
2018-08-19,9,Dom,Zaragoza,Majadahonda,2,1,2.9,0.6
2018-08-19,10,Dom,Las Palmas,Reus,2,0,0.9,0.3
2018-08-20,11,Lun,Gimnàstic,Tenerife,1,1,1.1,1.9
2018-08-24,12,Vie,Extremadura,La Coruña,0,1,0.5,1.0
2018-08-24,13,Vie,Málaga,Alcorcón,1,0,0.8,0.2
2018-08-25,14,Sáb,Numancia,Cádiz,1,1,1.7,1.2
2018-08-25,15,Sáb,Reus,Zaragoza,0,0,0.7,0.6
2018-08-25,16,Sáb,Las Palmas,Albacete,1,1,1.2,0.6
2018-08-25,17,Sáb,Córdoba,Oviedo,2,4,2.1,1.4
2018-08-26,18,Dom,Sporting Gijón,Gimnàstic,2,0,0.9,0.1
2018-08-26,19,Dom,Osasuna,Elche,1,1,1.8,1.3
2018-08-26,20,Dom,Granada,Lugo,1,1,1.1,1.0
2018-08-26,21,Dom,Almería,Tenerife,1,1,0.9,0.6
2018-08-27,22,Lun,Majadahonda,Mallorca,0,1,1.5,2.1
2018-08-31,23,Vie,Alcorcón,Mallorca,1,0,1.7,0.8
2018-09-01,24,Sáb,Lugo,Numancia,3,2,2.0,0.8
2018-09-01,25,Sáb,Elche,Reus,0,2,0.7,0.8
2018-09-01,26,Sáb,Zaragoza,Las Palmas,1,1,2.0,1.6
2018-09-01,27,Sáb,Cádiz,Oviedo,1,1,1.3,0.4
2018-09-01,28,Sáb,Tenerife,La Coruña,2,2,1.3,1.7
2018-09-02,29,Dom,Gimnàstic,Majadahonda,0,1,0.6,1.7
2018-09-02,30,Dom,Sporting Gijón,Extremadura,2,0,2.4,0.4
2018-09-02,31,Dom,Albacete,Córdoba,3,0,2.4,1.0
2018-09-02,32,Dom,Granada,Osasuna,2,0,1.3,0.3
2018-09-03,33,Lun,Almería,Málaga,0,1,0.7,0.5
2018-09-07,34,Vie,Las Palmas,Gimnàstic,4,0,1.1,0.4
2018-09-07,35,Vie,Mallorca,Cádiz,1,0,2.0,0.4
2018-09-08,36,Sáb,Osasuna,Almería,3,1,2.4,1.5
2018-09-08,37,Sáb,Málaga,Tenerife,1,0,0.8,0.8
2018-09-08,38,Sáb,Oviedo,Zaragoza,0,4,1.1,1.8
2018-09-09,39,Dom,Reus,Albacete,1,2,2.2,0.6
2018-09-09,40,Dom,Numancia,Elche,1,0,0.9,0.8
2018-09-09,41,Dom,Extremadura,Granada,1,3,2.4,1.2
2018-09-09,42,Dom,Córdoba,Alcorcón,0,0,0.6,0.5
2018-09-09,43,Dom,La Coruña,Sporting Gijón,1,0,2.0,0.0
2018-09-10,44,Lun,Majadahonda,Lugo,1,0,1.4,0.4
2018-09-15,45,Sáb,Gimnàstic,Osasuna,1,0,1.0,1.0
2018-09-15,46,Sáb,Tenerife,Reus,0,1,1.1,0.9
2018-09-15,47,Sáb,Málaga,Córdoba,3,0,2.2,0.5
2018-09-15,48,Sáb,Alcorcón,La Coruña,1,0,1.1,0.3
2018-09-16,49,Dom,Elche,Mallorca,1,1,2.2,0.9
2018-09-16,50,Dom,Lugo,Oviedo,0,2,0.5,1.5
2018-09-16,51,Dom,Extremadura,Las Palmas,1,2,2.7,2.6
2018-09-16,52,Dom,Almería,Zaragoza,2,1,1.2,1.1
2018-09-16,53,Dom,Granada,Majadahonda,3,0,2.5,0.5
2018-09-16,54,Dom,Sporting Gijón,Numancia,1,1,1.0,1.1
2018-09-17,55,Lun,Albacete,Cádiz,1,1,0.4,2.7
2018-09-22,56,Sáb,Osasuna,Sporting Gijón,1,0,0.8,0.3
2018-09-22,57,Sáb,Majadahonda,Extremadura,1,4,1.1,2.8
2018-09-22,58,Sáb,Zaragoza,Lugo,0,2,0.7,1.9
2018-09-22,59,Sáb,Córdoba,Tenerife,1,1,2.2,0.3
2018-09-23,60,Dom,Mallorca,Albacete,1,3,0.8,1.6
2018-09-23,61,Dom,Oviedo,Elche,1,1,0.6,1.8
2018-09-23,62,Dom,Las Palmas,Málaga,1,0,0.4,0.7
2018-09-23,63,Dom,Numancia,Almería,0,2,1.2,1.5
2018-09-23,64,Dom,Reus,Gimnàstic,1,1,1.9,0.6
2018-09-23,65,Dom,Cádiz,Alcorcón,0,2,1.3,1.3
2018-09-24,66,Lun,La Coruña,Granada,2,1,1.7,0.4
2018-09-28,67,Vie,Albacete,Zaragoza,2,2,1.7,1.5
2018-09-29,68,Sáb,Lugo,Mallorca,1,1,0.5,0.3
2018-09-29,69,Sáb,Sporting Gijón,Las Palmas,1,0,1.6,0.6
2018-09-29,70,Sáb,Granada,Córdoba,4,2,3.4,1.3
2018-09-29,71,Sáb,Tenerife,Cádiz,1,0,0.9,0.2
2018-09-30,72,Dom,Alcorcón,Oviedo,2,0,1.1,0.6
2018-09-30,73,Dom,Málaga,Majadahonda,1,0,0.9,1.0
2018-09-30,74,Dom,Osasuna,Numancia,0,0,1.0,1.3
2018-09-30,75,Dom,Almería,Reus,2,0,3.3,0.5
2018-09-30,76,Dom,Extremadura,Elche,2,2,2.2,2.1
2018-09-30,77,Dom,Gimnàstic,La Coruña,1,3,1.0,2.4
2018-10-06,78,Sáb,Mallorca,Tenerife,4,1,2.1,0.8
2018-10-06,79,Sáb,Numancia,Extremadura,1,0,1.7,0.9
2018-10-06,80,Sáb,Las Palmas,Alcorcón,0,0,0.7,0.1
2018-10-06,81,Sáb,Córdoba,Almería,1,0,1.2,0.5
2018-10-07,82,Dom,Reus,Granada,1,2,1.3,1.3
2018-10-07,83,Dom,Oviedo,Albacete,1,0,1.1,0.2
2018-10-07,84,Dom,La Coruña,Málaga,1,1,1.4,0.2
2018-10-07,85,Dom,Elche,Lugo,2,1,1.3,0.6
2018-10-07,86,Dom,Cádiz,Gimnàstic,1,1,1.4,0.7
2018-10-08,87,Lun,Majadahonda,Sporting Gijón,2,1,1.2,1.3
2018-10-08,88,Lun,Zaragoza,Osasuna,1,1,0.6,2.4
2018-10-12,89,Vie,Málaga,Albacete,2,1,1.9,2.0
2018-10-12,90,Vie,Extremadura,Cádiz,2,1,1.7,1.1
2018-10-12,91,Vie,La Coruña,Elche,4,0,3.2,0.3
2018-10-13,92,Sáb,Osasuna,Córdoba,3,1,1.8,0.5
2018-10-13,93,Sáb,Sporting Gijón,Reus,1,1,2.7,0.6
2018-10-13,94,Sáb,Almería,Las Palmas,3,0,2.7,0.6
2018-10-13,95,Sáb,Numancia,Zaragoza,1,0,1.7,0.3
2018-10-14,96,Dom,Tenerife,Lugo,0,0,1.0,0.4
2018-10-14,97,Dom,Majadahonda,Oviedo,1,0,1.8,1.1
2018-10-14,98,Dom,Granada,Mallorca,1,0,0.5,1.1
2018-10-15,99,Lun,Gimnàstic,Alcorcón,1,3,1.0,1.0
2018-10-19,100,Vie,Elche,Málaga,2,0,0.8,1.3
2018-10-20,101,Sáb,Oviedo,Osasuna,2,1,0.4,0.3
2018-10-20,102,Sáb,Las Palmas,Numancia,3,0,1.6,0.4
2018-10-20,103,Sáb,Alcorcón,Granada,1,0,1.3,1.7
2018-10-20,104,Sáb,Córdoba,La Coruña,1,1,1.0,0.8
2018-10-21,105,Dom,Mallorca,Extremadura,1,1,1.6,1.5
2018-10-21,106,Dom,Lugo,Gimnàstic,1,0,1.0,2.3
2018-10-21,107,Dom,Reus,Majadahonda,2,1,1.5,1.2
2018-10-21,108,Dom,Albacete,Almería,1,1,0.9,3.6
2018-10-21,109,Dom,Zaragoza,Tenerife,1,1,1.3,0.4
2018-10-21,110,Dom,Cádiz,Sporting Gijón,0,0,1.2,0.2
2018-10-26,111,Vie,Sporting Gijón,Córdoba,0,0,0.4,0.6
2018-10-27,112,Sáb,La Coruña,Reus,2,0,2.4,1.3
2018-10-27,113,Sáb,Mallorca,Las Palmas,2,2,1.7,2.1
2018-10-27,114,Sáb,Granada,Almería,1,0,1.2,0.5
2018-10-27,115,Sáb,Tenerife,Alcorcón,3,2,2.3,1.2
2018-10-27,116,Sáb,Lugo,Cádiz,1,2,1.1,1.2
2018-10-28,117,Dom,Gimnàstic,Oviedo,2,1,1.4,2.0
2018-10-28,118,Dom,Majadahonda,Osasuna,1,1,0.7,1.4
2018-10-28,119,Dom,Extremadura,Albacete,1,2,0.6,2.3
2018-10-28,120,Dom,Elche,Zaragoza,2,0,0.9,1.1
2018-10-29,121,Lun,Málaga,Numancia,2,0,0.8,0.4
2018-11-02,122,Vie,Albacete,Gimnàstic,2,0,2.1,0.4
2018-11-03,123,Sáb,Reus,Lugo,0,0,0.2,0.9
2018-11-03,124,Sáb,Osasuna,Málaga,2,1,1.5,0.6
2018-11-03,125,Sáb,Numancia,Tenerife,2,0,2.7,1.3
2018-11-03,126,Sáb,Las Palmas,La Coruña,1,1,0.4,1.4
2018-11-03,127,Sáb,Córdoba,Extremadura,4,2,1.1,1.6
2018-11-04,128,Dom,Cádiz,Elche,5,1,3.6,1.7
2018-11-04,129,Dom,Oviedo,Mallorca,1,1,1.6,1.1
2018-11-04,130,Dom,Almería,Sporting Gijón,2,1,1.3,1.1
