,Fecha,match_id,Día,Local,Visitante,goles_local,goles_visitante,xG_local,xG_visitante,posesión_home,posesión_away,home_shots,home_shots_on_target,home_shot_accuracy,away_shots,away_shots_on_target,away_shot_accuracy,home_passes,home_completed_passes,home_passing_accuracy,away_passes,away_completed_passes,away_passing_accuracy
13,2021-08-21,14,Sáb,Granada,Valencia,1,1,1.1,1.5,0.47,0.53,9.0,2.0,0.22,17.0,5.0,0.29,323.0,191.0,0.59,361.0,240.0,0.66
14,2021-08-21,15,Sáb,Athletic Club,Barcelona,1,1,1.4,1.0,0.33,0.67,16.0,6.0,0.38,9.0,3.0,0.33,317.0,219.0,0.69,638.0,545.0,0.85
15,2021-08-22,16,Dom,Real Sociedad,Rayo Vallecano,1,0,1.9,0.5,0.61,0.39,12.0,7.0,0.58,9.0,1.0,0.11,480.0,393.0,0.82,304.0,223.0,0.73
16,2021-08-22,17,Dom,Atlético Madrid,Elche,1,0,1.2,0.2,0.43,0.57,8.0,4.0,0.5,4.0,2.0,0.5,459.0,381.0,0.83,618.0,539.0,0.87
17,2021-08-22,18,Dom,Levante,Real Madrid,3,3,1.9,1.6,0.39,0.61,8.0,4.0,0.5,20.0,5.0,0.25,387.0,304.0,0.79,608.0,521.0,0.86
18,2021-08-23,19,Lun,Getafe,Sevilla,0,1,0.5,1.2,0.4,0.6,12.0,0.0,0.0,9.0,3.0,0.33,356.0,252.0,0.71,540.0,443.0,0.82
19,2021-08-23,20,Lun,Osasuna,Celta Vigo,0,0,2.0,0.1,0.47,0.53,14.0,6.0,0.43,4.0,0.0,0.0,488.0,350.0,0.72,561.0,418.0,0.75
20,2021-08-27,21,Vie,Mallorca,Espanyol,1,0,1.0,0.4,0.48,0.52,12.0,6.0,0.5,8.0,3.0,0.38,390.0,299.0,0.77,424.0,333.0,0.79
21,2021-08-27,22,Vie,Valencia,Alavés,3,0,1.6,0.4,0.49,0.51,9.0,4.0,0.44,9.0,2.0,0.22,400.0,299.0,0.75,420.0,309.0,0.74
22,2021-08-28,23,Sáb,Celta Vigo,Athletic Club,0,1,1.1,1.4,0.62,0.38,13.0,0.0,0.0,6.0,2.0,0.33,582.0,428.0,0.74,355.0,213.0,0.6
23,2021-08-28,24,Sáb,Real Sociedad,Levante,1,0,1.0,0.4,0.51,0.49,7.0,2.0,0.29,6.0,0.0,0.0,491.0,405.0,0.82,469.0,376.0,0.8
24,2021-08-28,25,Sáb,Elche,Sevilla,1,1,0.5,1.3,0.3,0.7,7.0,4.0,0.57,18.0,5.0,0.28,297.0,192.0,0.65,705.0,609.0,0.86
25,2021-08-28,26,Sáb,Betis,Real Madrid,0,1,0.6,0.9,0.5,0.5,12.0,6.0,0.5,13.0,3.0,0.23,556.0,450.0,0.81,547.0,442.0,0.81
26,2021-08-29,27,Dom,Barcelona,Getafe,2,1,1.1,0.4,0.66,0.34,7.0,3.0,0.43,8.0,3.0,0.38,721.0,613.0,0.85,365.0,266.0,0.73
27,2021-08-29,28,Dom,Rayo Vallecano,Granada,4,0,2.2,0.5,0.47,0.53,18.0,5.0,0.28,9.0,3.0,0.33,386.0,271.0,0.7,430.0,306.0,0.71
28,2021-08-29,29,Dom,Cádiz,Osasuna,2,3,1.6,2.4,0.28,0.72,6.0,2.0,0.33,12.0,2.0,0.17,264.0,148.0,0.56,677.0,537.0,0.79
29,2021-08-29,30,Dom,Atlético Madrid,Villarreal,2,2,1.7,0.3,0.49,0.51,23.0,3.0,0.13,2.0,2.0,1.0,480.0,394.0,0.82,499.0,412.0,0.83
30,2021-09-11,31,Sáb,Levante,Rayo Vallecano,1,1,1.0,2.2,0.45,0.55,6.0,1.0,0.17,22.0,6.0,0.27,367.0,271.0,0.74,446.0,355.0,0.8
31,2021-09-11,32,Sáb,Athletic Club,Mallorca,2,0,1.4,0.2,0.49,0.51,19.0,5.0,0.26,7.0,1.0,0.14,427.0,306.0,0.72,443.0,334.0,0.75
32,2021-09-12,33,Dom,Espanyol,Atlético Madrid,1,2,0.4,0.8,0.42,0.58,9.0,3.0,0.33,13.0,3.0,0.23,409.0,320.0,0.78,570.0,468.0,0.82
33,2021-09-12,34,Dom,Osasuna,Valencia,1,4,0.6,0.9,0.58,0.42,11.0,2.0,0.18,10.0,4.0,0.4,474.0,347.0,0.73,350.0,229.0,0.65
34,2021-09-12,35,Dom,Cádiz,Real Sociedad,0,2,0.3,1.9,0.24,0.76,6.0,1.0,0.17,15.0,3.0,0.2,215.0,121.0,0.56,687.0,584.0,0.85
35,2021-09-12,36,Dom,Real Madrid,Celta Vigo,5,2,3.2,1.8,0.6,0.4,14.0,10.0,0.71,11.0,4.0,0.36,662.0,571.0,0.86,443.0,356.0,0.8
36,2021-09-13,37,Lun,Getafe,Elche,0,1,0.3,0.8,0.56,0.44,10.0,1.0,0.1,8.0,3.0,0.38,574.0,456.0,0.79,450.0,343.0,0.76
37,2021-09-13,38,Lun,Granada,Betis,1,2,0.6,2.3,0.43,0.57,11.0,2.0,0.18,19.0,9.0,0.47,409.0,305.0,0.75,533.0,434.0,0.81
38,2021-09-17,39,Vie,Celta Vigo,Cádiz,1,2,1.0,1.1,0.77,0.23,14.0,4.0,0.29,6.0,2.0,0.33,755.0,605.0,0.8,230.0,107.0,0.47
39,2021-09-18,40,Sáb,Rayo Vallecano,Getafe,3,0,2.2,1.1,0.5,0.5,10.0,4.0,0.4,12.0,2.0,0.17,363.0,265.0,0.73,364.0,229.0,0.63
40,2021-09-18,41,Sáb,Atlético Madrid,Athletic Club,0,0,0.9,1.0,0.55,0.45,14.0,2.0,0.14,6.0,0.0,0.0,545.0,443.0,0.81,446.0,339.0,0.76
41,2021-09-18,42,Sáb,Elche,Levante,1,1,0.4,1.1,0.54,0.46,9.0,2.0,0.22,11.0,6.0,0.55,483.0,402.0,0.83,416.0,327.0,0.79
42,2021-09-18,43,Sáb,Alavés,Osasuna,0,2,0.5,1.4,0.55,0.45,8.0,3.0,0.38,12.0,4.0,0.33,508.0,354.0,0.7,413.0,267.0,0.65
43,2021-09-19,44,Dom,Mallorca,Villarreal,0,0,0.5,1.4,0.35,0.65,10.0,1.0,0.1,11.0,3.0,0.27,311.0,216.0,0.69,585.0,489.0,0.84
44,2021-09-19,45,Dom,Real Sociedad,Sevilla,0,0,1.3,0.5,0.47,0.53,10.0,3.0,0.3,11.0,4.0,0.36,397.0,304.0,0.77,442.0,348.0,0.79
45,2021-09-19,46,Dom,Betis,Espanyol,2,2,1.9,1.1,0.59,0.41,23.0,9.0,0.39,11.0,4.0,0.36,521.0,441.0,0.85,361.0,272.0,0.75
46,2021-09-19,47,Dom,Valencia,Real Madrid,1,2,0.9,1.3,0.39,0.61,12.0,4.0,0.33,18.0,10.0,0.56,369.0,274.0,0.74,580.0,502.0,0.87
47,2021-09-20,48,Lun,Barcelona,Granada,1,1,1.8,0.8,0.76,0.24,17.0,6.0,0.35,5.0,2.0,0.4,711.0,611.0,0.86,219.0,137.0,0.63
48,2021-09-21,49,Mar,Getafe,Atlético Madrid,1,2,0.3,1.1,0.32,0.68,7.0,1.0,0.14,12.0,4.0,0.33,288.0,170.0,0.59,616.0,479.0,0.78
49,2021-09-21,50,Mar,Levante,Celta Vigo,0,2,1.7,0.7,0.46,0.54,5.0,1.0,0.2,4.0,2.0,0.5,412.0,293.0,0.71,492.0,369.0,0.75
50,2021-09-21,51,Mar,Athletic Club,Rayo Vallecano,1,2,0.9,1.0,0.47,0.53,8.0,1.0,0.13,8.0,3.0,0.38,431.0,303.0,0.7,489.0,368.0,0.75
51,2021-09-22,52,Mié,Sevilla,Valencia,3,1,1.0,0.4,0.58,0.42,11.0,5.0,0.45,8.0,3.0,0.38,473.0,375.0,0.79,342.0,255.0,0.75
52,2021-09-22,53,Mié,Espanyol,Alavés,1,0,1.7,0.5,0.53,0.47,9.0,1.0,0.11,7.0,2.0,0.29,472.0,372.0,0.79,420.0,307.0,0.73
53,2021-09-22,54,Mié,Real Madrid,Mallorca,6,1,2.6,1.4,0.59,0.41,18.0,11.0,0.61,17.0,5.0,0.29,571.0,498.0,0.87,398.0,330.0,0.83
54,2021-09-22,55,Mié,Villarreal,Elche,4,1,3.2,1.2,0.6,0.4,14.0,9.0,0.64,9.0,3.0,0.33,584.0,486.0,0.83,391.0,287.0,0.73
55,2021-09-23,56,Jue,Osasuna,Betis,1,3,1.0,2.4,0.49,0.51,11.0,3.0,0.27,16.0,9.0,0.56,439.0,313.0,0.71,460.0,344.0,0.75
56,2021-09-23,57,Jue,Granada,Real Sociedad,2,3,1.3,1.7,0.39,0.61,9.0,1.0,0.11,20.0,11.0,0.55,331.0,227.0,0.69,518.0,417.0,0.81
57,2021-09-23,58,Jue,Cádiz,Barcelona,0,0,1.3,0.4,0.33,0.67,13.0,3.0,0.23,6.0,2.0,0.33,335.0,229.0,0.68,686.0,581.0,0.85
58,2021-09-25,59,Sáb,Alavés,Atlético Madrid,1,0,0.7,0.7,0.3,0.7,7.0,1.0,0.14,13.0,1.0,0.08,268.0,168.0,0.63,638.0,521.0,0.82
59,2021-09-25,60,Sáb,Valencia,Athletic Club,1,1,0.9,0.8,0.52,0.48,13.0,6.0,0.46,12.0,4.0,0.33,421.0,295.0,0.7,387.0,258.0,0.67
60,2021-09-25,61,Sáb,Sevilla,Espanyol,2,0,1.8,0.7,0.54,0.46,12.0,5.0,0.42,13.0,2.0,0.15,524.0,434.0,0.83,450.0,353.0,0.78
61,2021-09-25,62,Sáb,Real Madrid,Villarreal,0,0,1.1,0.5,0.48,0.52,15.0,2.0,0.13,6.0,2.0,0.33,543.0,467.0,0.86,581.0,506.0,0.87
62,2021-09-26,63,Dom,Mallorca,Osasuna,2,3,2.6,0.9,0.55,0.45,17.0,8.0,0.47,11.0,6.0,0.55,410.0,307.0,0.75,341.0,223.0,0.65
63,2021-09-26,64,Dom,Barcelona,Levante,3,0,2.9,0.8,0.7,0.3,19.0,11.0,0.58,6.0,2.0,0.33,731.0,650.0,0.89,320.0,232.0,0.73
64,2021-09-26,65,Dom,Rayo Vallecano,Cádiz,3,1,1.3,1.0,0.58,0.42,13.0,6.0,0.46,6.0,1.0,0.17,489.0,365.0,0.75,352.0,209.0,0.59
65,2021-09-26,66,Dom,Real Sociedad,Elche,1,0,2.4,0.5,0.63,0.37,18.0,4.0,0.22,5.0,2.0,0.4,581.0,487.0,0.84,339.0,245.0,0.72
66,2021-09-26,67,Dom,Betis,Getafe,2,0,1.9,0.6,0.52,0.48,20.0,5.0,0.25,8.0,3.0,0.38,498.0,395.0,0.79,463.0,356.0,0.77
67,2021-09-27,68,Lun,Celta Vigo,Granada,1,0,1.3,0.8,0.72,0.28,13.0,4.0,0.31,7.0,4.0,0.57,644.0,531.0,0.82,247.0,135.0,0.55
68,2021-10-01,69,Vie,Athletic Club,Alavés,1,0,2.0,0.9,0.55,0.45,15.0,4.0,0.27,17.0,5.0,0.29,482.0,374.0,0.78,389.0,283.0,0.73
69,2021-10-02,70,Sáb,Osasuna,Rayo Vallecano,1,0,0.5,0.2,0.51,0.49,7.0,3.0,0.43,7.0,0.0,0.0,448.0,313.0,0.7,435.0,311.0,0.71
70,2021-10-02,71,Sáb,Mallorca,Levante,1,0,0.6,1.2,0.52,0.48,11.0,7.0,0.64,5.0,1.0,0.2,395.0,305.0,0.77,359.0,273.0,0.76
71,2021-10-02,72,Sáb,Cádiz,Valencia,0,0,0.2,1.1,0.33,0.67,2.0,1.0,0.5,16.0,4.0,0.25,285.0,161.0,0.56,588.0,470.0,0.8
72,2021-10-02,73,Sáb,Atlético Madrid,Barcelona,2,0,1.2,0.7,0.3,0.7,6.0,3.0,0.5,9.0,2.0,0.22,326.0,240.0,0.74,769.0,671.0,0.87
73,2021-10-03,74,Dom,Elche,Celta Vigo,1,0,1.3,0.5,0.45,0.55,12.0,4.0,0.33,10.0,1.0,0.1,367.0,259.0,0.71,443.0,333.0,0.75
74,2021-10-03,75,Dom,Espanyol,Real Madrid,2,1,1.2,1.6,0.35,0.65,8.0,4.0,0.5,18.0,4.0,0.22,341.0,272.0,0.8,631.0,548.0,0.87
75,2021-10-03,76,Dom,Getafe,Real Sociedad,1,1,0.7,0.7,0.38,0.62,9.0,2.0,0.22,10.0,5.0,0.5,318.0,187.0,0.59,509.0,375.0,0.74
76,2021-10-03,77,Dom,Villarreal,Betis,2,0,2.6,0.5,0.58,0.42,11.0,4.0,0.36,10.0,3.0,0.3,609.0,527.0,0.87,442.0,349.0,0.79
77,2021-10-03,78,Dom,Granada,Sevilla,1,0,0.1,1.3,0.32,0.68,3.0,1.0,0.33,14.0,3.0,0.21,322.0,222.0,0.69,694.0,583.0,0.84
78,2021-10-16,79,Sáb,Levante,Getafe,0,0,0.9,0.6,0.53,0.47,6.0,2.0,0.33,14.0,4.0,0.29,505.0,406.0,0.8,453.0,338.0,0.75
79,2021-10-16,80,Sáb,Real Sociedad,Mallorca,1,0,0.4,0.2,0.5,0.5,10.0,2.0,0.2,7.0,1.0,0.14,415.0,332.0,0.8,422.0,322.0,0.76
80,2021-10-17,81,Dom,Rayo Vallecano,Elche,2,1,1.2,0.4,0.52,0.48,10.0,4.0,0.4,7.0,3.0,0.43,429.0,304.0,0.71,389.0,274.0,0.7
81,2021-10-17,82,Dom,Celta Vigo,Sevilla,0,1,1.2,1.0,0.46,0.54,14.0,3.0,0.21,8.0,2.0,0.25,458.0,349.0,0.76,528.0,426.0,0.81
82,2021-10-17,83,Dom,Villarreal,Osasuna,1,2,0.5,0.6,0.72,0.28,11.0,6.0,0.55,6.0,2.0,0.33,689.0,589.0,0.85,271.0,164.0,0.61
83,2021-10-17,84,Dom,Barcelona,Valencia,3,1,1.9,0.4,0.6,0.4,11.0,4.0,0.36,9.0,3.0,0.33,576.0,500.0,0.87,385.0,299.0,0.78
84,2021-10-18,85,Lun,Alavés,Betis,0,1,0.9,1.4,0.37,0.63,14.0,2.0,0.14,19.0,4.0,0.21,361.0,265.0,0.73,614.0,521.0,0.85
85,2021-10-18,86,Lun,Espanyol,Cádiz,2,0,1.3,0.4,0.54,0.46,14.0,6.0,0.43,13.0,2.0,0.15,510.0,412.0,0.81,431.0,327.0,0.76
86,2021-10-22,87,Vie,Osasuna,Granada,1,1,1.0,0.5,0.42,0.58,17.0,5.0,0.29,9.0,4.0,0.44,345.0,234.0,0.68,468.0,345.0,0.74
87,2021-10-23,88,Sáb,Valencia,Mallorca,2,2,1.8,0.6,0.73,0.27,20.0,5.0,0.25,9.0,4.0,0.44,588.0,464.0,0.79,222.0,139.0,0.63
88,2021-10-23,89,Sáb,Cádiz,Alavés,0,2,1.5,1.3,0.61,0.39,23.0,3.0,0.13,7.0,3.0,0.43,550.0,418.0,0.76,350.0,237.0,0.68
89,2021-10-23,90,Sáb,Elche,Espanyol,2,2,0.9,0.8,0.57,0.43,12.0,7.0,0.58,20.0,7.0,0.35,595.0,515.0,0.87,445.0,363.0,0.82
90,2021-10-23,91,Sáb,Athletic Club,Villarreal,2,1,2.8,0.5,0.52,0.48,12.0,5.0,0.42,11.0,3.0,0.27,499.0,411.0,0.82,467.0,396.0,0.85
91,2021-10-24,92,Dom,Sevilla,Levante,5,3,1.6,1.9,0.6,0.4,18.0,11.0,0.61,12.0,7.0,0.58,603.0,513.0,0.85,397.0,328.0,0.83
92,2021-10-24,93,Dom,Barcelona,Real Madrid,1,2,1.6,1.5,0.51,0.49,12.0,2.0,0.17,10.0,5.0,0.5,519.0,440.0,0.85,490.0,407.0,0.83
93,2021-10-24,94,Dom,Betis,Rayo Vallecano,3,2,1.4,1.0,0.46,0.54,10.0,4.0,0.4,14.0,3.0,0.21,432.0,347.0,0.8,507.0,419.0,0.83
94,2021-10-24,95,Dom,Atlético Madrid,Real Sociedad,2,2,1.7,0.8,0.56,0.44,16.0,3.0,0.19,8.0,4.0,0.5,567.0,472.0,0.83,441.0,349.0,0.79
95,2021-10-25,96,Lun,Getafe,Celta Vigo,0,3,0.5,1.6,0.35,0.65,11.0,2.0,0.18,16.0,8.0,0.5,362.0,270.0,0.75,678.0,570.0,0.84
96,2021-10-26,97,Mar,Alavés,Elche,1,0,1.7,0.3,0.38,0.62,16.0,5.0,0.31,4.0,1.0,0.25,347.0,264.0,0.76,559.0,448.0,0.8
97,2021-10-26,98,Mar,Espanyol,Athletic Club,1,1,1.3,3.3,0.46,0.54,13.0,2.0,0.15,23.0,6.0,0.26,425.0,340.0,0.8,505.0,416.0,0.82
98,2021-10-26,99,Mar,Villarreal,Cádiz,3,3,1.7,1.4,0.76,0.24,14.0,5.0,0.36,9.0,4.0,0.44,712.0,594.0,0.83,225.0,127.0,0.56
99,2021-10-27,100,Mié,Rayo Vallecano,Barcelona,1,0,0.8,2.5,0.32,0.68,12.0,3.0,0.25,15.0,0.0,0.0,305.0,210.0,0.69,643.0,553.0,0.86
100,2021-10-27,101,Mié,Mallorca,Sevilla,1,1,1.5,0.8,0.31,0.69,11.0,4.0,0.36,10.0,3.0,0.3,294.0,202.0,0.69,658.0,568.0,0.86
101,2021-10-27,102,Mié,Betis,Valencia,4,1,2.0,1.6,0.6,0.4,13.0,8.0,0.62,10.0,4.0,0.4,442.0,332.0,0.75,289.0,178.0,0.62
102,2021-10-27,103,Mié,Real Madrid,Osasuna,0,0,0.7,0.5,0.74,0.26,17.0,3.0,0.18,7.0,0.0,0.0,794.0,683.0,0.86,277.0,186.0,0.67
103,2021-10-28,104,Jue,Celta Vigo,Real Sociedad,0,2,1.4,1.7,0.58,0.42,14.0,6.0,0.43,11.0,4.0,0.36,579.0,462.0,0.8,424.0,318.0,0.75
104,2021-10-28,105,Jue,Granada,Getafe,1,1,2.0,0.4,0.75,0.25,17.0,3.0,0.18,6.0,4.0,0.67,646.0,521.0,0.81,216.0,122.0,0.56
105,2021-10-28,106,Jue,Levante,Atlético Madrid,2,2,1.8,0.9,0.36,0.64,8.0,1.0,0.13,7.0,3.0,0.43,355.0,267.0,0.75,641.0,546.0,0.85
106,2021-10-30,107,Sáb,Elche,Real Madrid,1,2,1.1,1.1,0.44,0.56,13.0,4.0,0.31,17.0,5.0,0.29,485.0,407.0,0.84,620.0,550.0,0.89
107,2021-10-30,108,Sáb,Sevilla,Osasuna,2,0,2.0,0.6,0.63,0.37,16.0,4.0,0.25,10.0,3.0,0.3,568.0,453.0,0.8,329.0,196.0,0.6
108,2021-10-30,109,Sáb,Valencia,Villarreal,2,0,1.1,0.8,0.26,0.74,8.0,1.0,0.13,11.0,1.0,0.09,213.0,118.0,0.55,601.0,499.0,0.83
109,2021-10-30,110,Sáb,Barcelona,Alavés,1,1,1.3,0.9,0.79,0.21,16.0,5.0,0.31,3.0,2.0,0.67,876.0,773.0,0.88,230.0,147.0,0.64
110,2021-10-31,111,Dom,Cádiz,Mallorca,1,1,1.7,0.9,0.44,0.56,12.0,1.0,0.08,11.0,5.0,0.45,344.0,237.0,0.69,438.0,331.0,0.76
111,2021-10-31,112,Dom,Atlético Madrid,Betis,3,0,2.3,0.5,0.48,0.52,18.0,9.0,0.5,8.0,1.0,0.13,492.0,398.0,0.81,540.0,447.0,0.83
112,2021-10-31,113,Dom,Getafe,Espanyol,2,1,0.8,0.6,0.44,0.56,12.0,7.0,0.58,10.0,3.0,0.3,345.0,257.0,0.74,447.0,334.0,0.75
113,2021-10-31,114,Dom,Real Sociedad,Athletic Club,1,1,1.1,1.0,0.54,0.46,7.0,2.0,0.29,11.0,5.0,0.45,496.0,409.0,0.82,427.0,327.0,0.77
114,2021-11-01,115,Lun,Rayo Vallecano,Celta Vigo,0,0,0.6,0.6,0.53,0.47,11.0,5.0,0.45,10.0,4.0,0.4,415.0,290.0,0.7,368.0,235.0,0.64
115,2021-11-01,116,Lun,Levante,Granada,0,3,1.1,1.0,0.48,0.52,12.0,3.0,0.25,12.0,6.0,0.5,457.0,345.0,0.75,492.0,379.0,0.77
116,2021-11-05,117,Vie,Athletic Club,Cádiz,0,1,0.5,0.5,0.7,0.3,15.0,4.0,0.27,8.0,4.0,0.5,645.0,516.0,0.8,275.0,150.0,0.55
117,2021-11-06,118,Sáb,Espanyol,Granada,2,0,1.6,2.0,0.43,0.57,17.0,6.0,0.35,18.0,5.0,0.28,394.0,322.0,0.82,521.0,426.0,0.82
118,2021-11-06,119,Sáb,Celta Vigo,Barcelona,3,3,1.5,0.9,0.52,0.48,18.0,4.0,0.22,10.0,6.0,0.6,564.0,461.0,0.82,512.0,436.0,0.85
119,2021-11-06,120,Sáb,Alavés,Levante,2,1,1.5,0.8,0.6,0.4,9.0,2.0,0.22,12.0,7.0,0.58,487.0,359.0,0.74,319.0,218.0,0.68
120,2021-11-06,121,Sáb,Real Madrid,Rayo Vallecano,2,1,2.1,1.4,0.54,0.46,15.0,6.0,0.4,19.0,6.0,0.32,597.0,519.0,0.87,504.0,433.0,0.86
121,2021-11-07,122,Dom,Villarreal,Getafe,1,0,1.4,0.2,0.66,0.34,10.0,4.0,0.4,5.0,2.0,0.4,683.0,568.0,0.83,345.0,237.0,0.69
122,2021-11-07,123,Dom,Valencia,Atlético Madrid,3,3,1.1,2.3,0.48,0.52,11.0,5.0,0.45,13.0,7.0,0.54,468.0,346.0,0.74,505.0,400.0,0.79
123,2021-11-07,124,Dom,Osasuna,Real Sociedad,0,2,0.4,1.5,0.44,0.56,6.0,2.0,0.33,8.0,2.0,0.25,424.0,326.0,0.77,549.0,454.0,0.83
124,2021-11-07,125,Dom,Mallorca,Elche,2,2,2.3,0.8,0.52,0.48,17.0,5.0,0.29,7.0,2.0,0.29,430.0,334.0,0.78,393.0,289.0,0.74
125,2021-11-07,126,Dom,Betis,Sevilla,0,2,0.3,1.7,0.26,0.74,8.0,1.0,0.13,12.0,2.0,0.17,281.0,189.0,0.67,806.0,713.0,0.88
126,2021-11-19,127,Vie,Levante,Athletic Club,0,0,0.5,0.5,0.49,0.51,15.0,2.0,0.13,7.0,2.0,0.29,476.0,345.0,0.72,502.0,365.0,0.73
127,2021-11-20,128,Sáb,Celta Vigo,Villarreal,1,1,1.0,2.8,0.57,0.43,12.0,3.0,0.25,18.0,6.0,0.33,541.0,420.0,0.78,416.0,304.0,0.73
128,2021-11-20,129,Sáb,Sevilla,Alavés,2,2,1.8,1.1,0.68,0.32,16.0,6.0,0.38,7.0,2.0,0.29,610.0,474.0,0.78,291.0,162.0,0.56
129,2021-11-20,130,Sáb,Atlético Madrid,Osasuna,1,0,1.0,0.5,0.6,0.4,15.0,2.0,0.13,9.0,3.0,0.33,611.0,489.0,0.8,400.0,291.0,0.73
130,2021-11-20,131,Sáb,Barcelona,Espanyol,1,0,1.4,1.0,0.65,0.35,15.0,5.0,0.33,12.0,2.0,0.17,714.0,617.0,0.86,382.0,299.0,0.78
131,2021-11-21,132,Dom,Getafe,Cádiz,4,0,1.2,0.4,0.47,0.53,17.0,8.0,0.47,10.0,2.0,0.2,433.0,336.0,0.78,490.0,370.0,0.76
132,2021-11-21,133,Dom,Granada,Real Madrid,1,4,0.7,3.5,0.32,0.68,11.0,3.0,0.27,21.0,9.0,0.43,344.0,261.0,0.76,730.0,651.0,0.89
133,2021-11-21,134,Dom,Elche,Betis,0,3,0.8,1.9,0.58,0.42,14.0,4.0,0.29,8.0,3.0,0.38,539.0,449.0,0.83,394.0,313.0,0.79
134,2021-11-21,135,Dom,Real Sociedad,Valencia,0,0,0.3,0.7,0.62,0.38,9.0,2.0,0.22,8.0,3.0,0.38,536.0,418.0,0.78,329.0,205.0,0.62
135,2021-11-22,136,Lun,Rayo Vallecano,Mallorca,3,1,2.4,0.7,0.52,0.48,14.0,4.0,0.29,11.0,5.0,0.45,402.0,296.0,0.74,371.0,270.0,0.73
136,2021-11-26,137,Vie,Athletic Club,Granada,2,2,1.1,1.1,0.63,0.37,17.0,4.0,0.24,8.0,3.0,0.38,580.0,458.0,0.79,342.0,225.0,0.66
137,2021-11-27,138,Sáb,Alavés,Celta Vigo,1,2,0.9,1.2,0.42,0.58,13.0,5.0,0.38,7.0,4.0,0.57,425.0,299.0,0.7,581.0,452.0,0.78
138,2021-11-27,139,Sáb,Valencia,Rayo Vallecano,1,1,1.6,1.2,0.42,0.58,8.0,3.0,0.38,12.0,5.0,0.42,342.0,223.0,0.65,472.0,332.0,0.7
139,2021-11-27,140,Sáb,Mallorca,Getafe,0,0,0.4,0.8,0.53,0.47,12.0,2.0,0.17,11.0,0.0,0.0,486.0,363.0,0.75,428.0,311.0,0.73
140,2021-11-27,141,Sáb,Villarreal,Barcelona,1,3,1.1,3.2,0.5,0.5,14.0,2.0,0.14,11.0,5.0,0.45,448.0,361.0,0.81,440.0,344.0,0.78
141,2021-11-28,142,Dom,Betis,Levante,3,1,2.6,0.3,0.6,0.4,26.0,8.0,0.31,8.0,2.0,0.25,466.0,368.0,0.79,315.0,200.0,0.63
142,2021-11-28,143,Dom,Espanyol,Real Sociedad,1,0,0.4,1.7,0.41,0.59,8.0,2.0,0.25,10.0,4.0,0.4,417.0,329.0,0.79,610.0,517.0,0.85
