,Fecha,match_id,Día,Local,Visitante,goles_local,goles_visitante,xG_local,xG_visitante,posesión_home,posesión_away,home_shots,home_shots_on_target,home_shot_accuracy,away_shots,away_shots_on_target,away_shot_accuracy,home_passes,home_completed_passes,home_passing_accuracy,away_passes,away_completed_passes,away_passing_accuracy
24,2019-08-31,25,Sáb,Getafe,Alavés,1,1,1.0,1.0,0.61,0.39,15.0,1.0,0.07,5.0,1.0,0.2,485.0,336.0,0.69,313.0,176.0,0.56
25,2019-08-31,26,Sáb,Betis,Leganés,2,1,2.1,1.4,0.68,0.32,17.0,5.0,0.29,19.0,7.0,0.37,544.0,446.0,0.82,253.0,160.0,0.63
26,2019-09-01,27,Dom,Valencia,Mallorca,2,0,2.3,1.2,0.5,0.5,8.0,2.0,0.25,12.0,1.0,0.08,492.0,412.0,0.84,486.0,414.0,0.85
27,2019-09-01,28,Dom,Atlético Madrid,Eibar,3,2,1.5,0.9,0.57,0.43,7.0,3.0,0.43,6.0,2.0,0.33,501.0,375.0,0.75,380.0,258.0,0.68
28,2019-09-01,29,Dom,Espanyol,Granada,0,3,1.4,1.4,0.67,0.33,15.0,3.0,0.2,14.0,5.0,0.36,650.0,541.0,0.83,317.0,206.0,0.65
29,2019-09-01,30,Dom,Villarreal,Real Madrid,2,2,1.4,1.9,0.44,0.56,10.0,5.0,0.5,17.0,5.0,0.29,482.0,385.0,0.8,605.0,518.0,0.86
30,2019-09-13,31,Vie,Mallorca,Athletic Club,0,0,1.8,1.5,0.49,0.51,9.0,1.0,0.11,10.0,4.0,0.4,365.0,261.0,0.72,381.0,286.0,0.75
31,2019-09-14,32,Sáb,Real Madrid,Levante,3,2,2.9,1.2,0.65,0.35,25.0,11.0,0.44,8.0,3.0,0.38,682.0,601.0,0.88,369.0,283.0,0.77
32,2019-09-14,33,Sáb,Leganés,Villarreal,0,3,0.4,1.6,0.49,0.51,10.0,4.0,0.4,8.0,3.0,0.38,479.0,370.0,0.77,508.0,403.0,0.79
33,2019-09-14,34,Sáb,Real Sociedad,Atlético Madrid,2,0,2.1,1.2,0.54,0.46,14.0,5.0,0.36,12.0,2.0,0.17,508.0,407.0,0.8,439.0,329.0,0.75
34,2019-09-14,35,Sáb,Barcelona,Valencia,5,2,2.4,1.5,0.64,0.36,17.0,10.0,0.59,9.0,3.0,0.33,795.0,724.0,0.91,444.0,371.0,0.84
35,2019-09-15,36,Dom,Eibar,Espanyol,1,2,0.7,1.8,0.58,0.42,11.0,1.0,0.09,7.0,2.0,0.29,441.0,297.0,0.67,323.0,183.0,0.57
36,2019-09-15,37,Dom,Alavés,Sevilla,0,1,0.8,1.1,0.39,0.61,7.0,0.0,0.0,19.0,7.0,0.37,395.0,274.0,0.69,630.0,519.0,0.82
37,2019-09-15,38,Dom,Celta Vigo,Granada,0,2,0.3,1.2,0.38,0.62,4.0,0.0,0.0,13.0,3.0,0.23,318.0,247.0,0.78,513.0,446.0,0.87
38,2019-09-15,39,Dom,Valladolid,Osasuna,1,1,0.7,2.5,0.5,0.5,11.0,1.0,0.09,17.0,5.0,0.29,429.0,310.0,0.72,429.0,331.0,0.77
39,2019-09-15,40,Dom,Betis,Getafe,1,1,1.1,1.5,0.61,0.39,6.0,1.0,0.17,11.0,3.0,0.27,441.0,339.0,0.77,282.0,172.0,0.61
40,2019-09-20,41,Vie,Osasuna,Betis,0,0,2.1,0.4,0.5,0.5,11.0,5.0,0.45,7.0,2.0,0.29,427.0,317.0,0.74,428.0,319.0,0.75
41,2019-09-21,42,Sáb,Villarreal,Valladolid,2,0,2.1,0.4,0.6,0.4,17.0,5.0,0.29,7.0,2.0,0.29,578.0,488.0,0.84,382.0,276.0,0.72
42,2019-09-21,43,Sáb,Levante,Eibar,0,0,1.5,1.4,0.58,0.42,13.0,4.0,0.31,18.0,4.0,0.22,478.0,358.0,0.75,347.0,232.0,0.67
43,2019-09-21,44,Sáb,Atlético Madrid,Celta Vigo,0,0,1.7,0.6,0.49,0.51,20.0,5.0,0.25,6.0,3.0,0.5,469.0,380.0,0.81,485.0,390.0,0.8
44,2019-09-21,45,Sáb,Granada,Barcelona,2,0,1.9,0.5,0.27,0.73,8.0,3.0,0.38,8.0,1.0,0.13,255.0,168.0,0.66,698.0,607.0,0.87
45,2019-09-22,46,Dom,Getafe,Mallorca,4,2,2.1,0.8,0.49,0.51,13.0,4.0,0.31,7.0,3.0,0.43,314.0,187.0,0.6,330.0,214.0,0.65
46,2019-09-22,47,Dom,Espanyol,Real Sociedad,1,3,0.9,1.3,0.56,0.44,17.0,3.0,0.18,10.0,5.0,0.5,537.0,431.0,0.8,425.0,318.0,0.75
47,2019-09-22,48,Dom,Valencia,Leganés,1,1,1.5,1.2,0.62,0.38,12.0,3.0,0.25,13.0,4.0,0.31,584.0,495.0,0.85,360.0,272.0,0.76
48,2019-09-22,49,Dom,Athletic Club,Alavés,2,0,2.4,0.2,0.57,0.43,10.0,2.0,0.2,4.0,1.0,0.25,556.0,437.0,0.79,427.0,314.0,0.74
49,2019-09-22,50,Dom,Sevilla,Real Madrid,0,1,0.5,1.2,0.55,0.45,9.0,0.0,0.0,7.0,4.0,0.57,598.0,486.0,0.81,499.0,398.0,0.8
50,2019-09-24,51,Mar,Valladolid,Granada,1,1,1.4,0.6,0.48,0.52,9.0,5.0,0.56,6.0,4.0,0.67,411.0,290.0,0.71,449.0,333.0,0.74
51,2019-09-24,52,Mar,Betis,Levante,3,1,2.9,1.5,0.57,0.43,17.0,5.0,0.29,17.0,3.0,0.18,543.0,465.0,0.86,411.0,335.0,0.82
52,2019-09-24,53,Mar,Barcelona,Villarreal,2,1,0.5,0.6,0.57,0.43,8.0,4.0,0.5,11.0,3.0,0.27,682.0,594.0,0.87,510.0,420.0,0.82
53,2019-09-25,54,Mié,Mallorca,Atlético Madrid,0,2,0.5,1.0,0.48,0.52,9.0,2.0,0.22,13.0,3.0,0.23,487.0,382.0,0.78,521.0,435.0,0.83
54,2019-09-25,55,Mié,Leganés,Athletic Club,1,1,0.5,1.2,0.4,0.6,7.0,3.0,0.43,8.0,1.0,0.13,385.0,251.0,0.65,586.0,457.0,0.78
55,2019-09-25,56,Mié,Valencia,Getafe,3,3,1.2,2.0,0.62,0.38,8.0,3.0,0.38,18.0,5.0,0.28,508.0,398.0,0.78,315.0,210.0,0.67
56,2019-09-25,57,Mié,Real Madrid,Osasuna,2,0,1.6,0.2,0.55,0.45,15.0,4.0,0.27,4.0,0.0,0.0,532.0,437.0,0.82,444.0,341.0,0.77
57,2019-09-26,58,Jue,Eibar,Sevilla,3,2,1.5,1.4,0.47,0.53,10.0,3.0,0.3,7.0,3.0,0.43,462.0,333.0,0.72,525.0,401.0,0.76
58,2019-09-26,59,Jue,Celta Vigo,Espanyol,1,1,1.1,1.2,0.64,0.36,14.0,3.0,0.21,10.0,4.0,0.4,726.0,626.0,0.86,416.0,320.0,0.77
59,2019-09-26,60,Jue,Real Sociedad,Alavés,3,0,3.8,0.3,0.59,0.41,19.0,5.0,0.26,5.0,0.0,0.0,541.0,443.0,0.82,377.0,294.0,0.78
60,2019-09-27,61,Vie,Villarreal,Betis,5,1,3.2,0.7,0.43,0.57,16.0,9.0,0.56,11.0,6.0,0.55,423.0,348.0,0.82,558.0,469.0,0.84
61,2019-09-28,62,Sáb,Athletic Club,Valencia,0,1,1.4,1.8,0.51,0.49,14.0,3.0,0.21,10.0,5.0,0.5,470.0,371.0,0.79,452.0,370.0,0.82
62,2019-09-28,63,Sáb,Getafe,Barcelona,0,2,1.0,1.3,0.39,0.61,9.0,1.0,0.11,10.0,6.0,0.6,322.0,209.0,0.65,501.0,394.0,0.79
63,2019-09-28,64,Sáb,Granada,Leganés,1,0,0.7,1.2,0.51,0.49,11.0,4.0,0.36,15.0,6.0,0.4,385.0,260.0,0.68,372.0,269.0,0.72
64,2019-09-28,65,Sáb,Atlético Madrid,Real Madrid,0,0,0.9,0.4,0.45,0.55,7.0,1.0,0.14,14.0,3.0,0.21,493.0,403.0,0.82,612.0,513.0,0.84
65,2019-09-29,66,Dom,Espanyol,Valladolid,0,2,1.3,1.8,0.59,0.41,16.0,2.0,0.13,8.0,5.0,0.63,545.0,441.0,0.81,379.0,285.0,0.75
66,2019-09-29,67,Dom,Eibar,Celta Vigo,2,0,1.1,0.9,0.4,0.6,7.0,3.0,0.43,2.0,1.0,0.5,346.0,228.0,0.66,521.0,409.0,0.79
67,2019-09-29,68,Dom,Alavés,Mallorca,2,0,2.1,0.2,0.54,0.46,10.0,5.0,0.5,5.0,1.0,0.2,479.0,356.0,0.74,403.0,275.0,0.68
68,2019-09-29,69,Dom,Levante,Osasuna,1,1,1.6,1.1,0.48,0.52,10.0,5.0,0.5,18.0,3.0,0.17,408.0,273.0,0.67,441.0,306.0,0.69
69,2019-09-29,70,Dom,Sevilla,Real Sociedad,3,2,1.7,0.8,0.52,0.48,21.0,8.0,0.38,5.0,2.0,0.4,531.0,418.0,0.79,485.0,379.0,0.78
70,2019-10-04,71,Vie,Betis,Eibar,1,1,1.9,1.2,0.58,0.42,12.0,3.0,0.25,7.0,1.0,0.14,512.0,392.0,0.77,370.0,239.0,0.65
71,2019-10-05,72,Sáb,Leganés,Levante,1,2,2.8,1.2,0.59,0.41,24.0,9.0,0.38,8.0,1.0,0.13,514.0,401.0,0.78,360.0,260.0,0.72
72,2019-10-05,73,Sáb,Real Madrid,Granada,4,2,2.6,1.6,0.61,0.39,17.0,10.0,0.59,7.0,4.0,0.57,514.0,431.0,0.84,324.0,252.0,0.78
73,2019-10-05,74,Sáb,Valencia,Alavés,2,1,1.3,1.7,0.56,0.44,9.0,2.0,0.22,10.0,4.0,0.4,512.0,407.0,0.79,396.0,292.0,0.74
74,2019-10-05,75,Sáb,Osasuna,Villarreal,2,1,1.3,2.4,0.53,0.47,16.0,4.0,0.25,16.0,5.0,0.31,492.0,369.0,0.75,443.0,328.0,0.74
75,2019-10-06,76,Dom,Mallorca,Espanyol,2,0,0.8,1.2,0.39,0.61,9.0,3.0,0.33,11.0,3.0,0.27,404.0,320.0,0.79,641.0,555.0,0.87
76,2019-10-06,77,Dom,Celta Vigo,Athletic Club,1,0,1.2,0.2,0.62,0.38,13.0,2.0,0.15,6.0,2.0,0.33,559.0,439.0,0.79,345.0,238.0,0.69
77,2019-10-06,78,Dom,Valladolid,Atlético Madrid,0,0,1.0,0.8,0.46,0.54,4.0,1.0,0.25,9.0,1.0,0.11,408.0,316.0,0.77,477.0,373.0,0.78
78,2019-10-06,79,Dom,Real Sociedad,Getafe,1,2,0.6,0.9,0.5,0.5,6.0,3.0,0.5,13.0,4.0,0.31,378.0,231.0,0.61,379.0,214.0,0.56
79,2019-10-06,80,Dom,Barcelona,Sevilla,4,0,2.1,2.5,0.56,0.44,15.0,8.0,0.53,16.0,4.0,0.25,583.0,515.0,0.88,464.0,377.0,0.81
80,2019-10-18,81,Vie,Granada,Osasuna,1,0,0.6,0.6,0.44,0.56,6.0,2.0,0.33,9.0,4.0,0.44,355.0,239.0,0.67,451.0,327.0,0.73
81,2019-10-19,82,Sáb,Eibar,Barcelona,0,3,0.3,1.5,0.44,0.56,5.0,0.0,0.0,9.0,4.0,0.44,490.0,386.0,0.79,633.0,524.0,0.83
82,2019-10-19,83,Sáb,Atlético Madrid,Valencia,1,1,1.6,0.7,0.44,0.56,14.0,3.0,0.21,11.0,3.0,0.27,424.0,326.0,0.77,546.0,458.0,0.84
83,2019-10-19,84,Sáb,Getafe,Leganés,2,0,1.0,0.6,0.46,0.54,5.0,2.0,0.4,7.0,3.0,0.43,335.0,204.0,0.61,396.0,263.0,0.66
84,2019-10-19,85,Sáb,Mallorca,Real Madrid,1,0,0.2,1.0,0.37,0.63,5.0,1.0,0.2,14.0,4.0,0.29,349.0,254.0,0.73,598.0,515.0,0.86
85,2019-10-20,86,Dom,Alavés,Celta Vigo,2,0,2.1,1.3,0.38,0.62,12.0,5.0,0.42,13.0,2.0,0.15,364.0,256.0,0.7,596.0,500.0,0.84
86,2019-10-20,87,Dom,Real Sociedad,Betis,3,1,1.4,1.0,0.51,0.49,17.0,4.0,0.24,12.0,5.0,0.42,465.0,357.0,0.77,442.0,356.0,0.81
87,2019-10-20,88,Dom,Espanyol,Villarreal,0,1,1.0,1.6,0.51,0.49,18.0,3.0,0.17,11.0,5.0,0.45,475.0,331.0,0.7,459.0,328.0,0.71
88,2019-10-20,89,Dom,Athletic Club,Valladolid,1,1,1.5,0.7,0.52,0.48,19.0,7.0,0.37,9.0,3.0,0.33,500.0,387.0,0.77,460.0,338.0,0.73
89,2019-10-20,90,Dom,Sevilla,Levante,1,0,2.7,0.5,0.59,0.41,19.0,5.0,0.26,12.0,5.0,0.42,544.0,418.0,0.77,372.0,260.0,0.7
90,2019-10-25,91,Vie,Villarreal,Alavés,4,1,2.5,0.8,0.63,0.37,19.0,8.0,0.42,12.0,3.0,0.25,589.0,480.0,0.81,352.0,238.0,0.68
91,2019-10-26,92,Sáb,Leganés,Mallorca,1,0,1.7,0.8,0.43,0.57,9.0,3.0,0.33,9.0,1.0,0.11,377.0,293.0,0.78,499.0,411.0,0.82
92,2019-10-26,93,Sáb,Valladolid,Eibar,2,0,1.7,0.6,0.36,0.64,8.0,4.0,0.5,13.0,3.0,0.23,338.0,211.0,0.62,600.0,448.0,0.75
93,2019-10-26,94,Sáb,Atlético Madrid,Athletic Club,2,0,1.5,0.4,0.45,0.55,9.0,2.0,0.22,9.0,2.0,0.22,414.0,323.0,0.78,501.0,403.0,0.8
94,2019-10-27,95,Dom,Celta Vigo,Real Sociedad,0,1,0.9,0.8,0.42,0.58,9.0,1.0,0.11,9.0,4.0,0.44,349.0,237.0,0.68,490.0,378.0,0.77
95,2019-10-27,96,Dom,Granada,Betis,1,0,1.6,0.7,0.37,0.63,13.0,3.0,0.23,12.0,0.0,0.0,344.0,258.0,0.75,591.0,511.0,0.86
96,2019-10-27,97,Dom,Levante,Espanyol,0,1,0.3,1.0,0.52,0.48,7.0,3.0,0.43,14.0,3.0,0.21,443.0,323.0,0.73,407.0,287.0,0.71
97,2019-10-27,98,Dom,Sevilla,Getafe,2,0,2.0,0.7,0.63,0.37,15.0,8.0,0.53,9.0,4.0,0.44,564.0,426.0,0.76,326.0,190.0,0.58
98,2019-10-27,99,Dom,Osasuna,Valencia,3,1,2.8,0.9,0.65,0.35,29.0,14.0,0.48,3.0,1.0,0.33,624.0,517.0,0.83,340.0,234.0,0.69
99,2019-10-29,100,Mar,Alavés,Atlético Madrid,1,1,0.6,1.7,0.48,0.52,11.0,3.0,0.27,9.0,3.0,0.33,370.0,257.0,0.69,401.0,287.0,0.72
100,2019-10-29,101,Mar,Barcelona,Valladolid,5,1,2.7,1.1,0.61,0.39,18.0,9.0,0.5,9.0,1.0,0.11,675.0,568.0,0.84,423.0,332.0,0.78
101,2019-10-30,102,Mié,Valencia,Sevilla,1,1,0.8,0.6,0.46,0.54,10.0,3.0,0.3,10.0,1.0,0.1,468.0,371.0,0.79,554.0,458.0,0.83
102,2019-10-30,103,Mié,Real Sociedad,Levante,1,2,1.6,1.8,0.65,0.35,17.0,5.0,0.29,13.0,4.0,0.31,559.0,462.0,0.83,305.0,206.0,0.68
103,2019-10-30,104,Mié,Athletic Club,Espanyol,3,0,0.3,0.9,0.46,0.54,7.0,5.0,0.71,12.0,5.0,0.42,433.0,316.0,0.73,510.0,380.0,0.75
104,2019-10-30,105,Mié,Betis,Celta Vigo,2,1,1.0,1.7,0.4,0.6,11.0,7.0,0.64,17.0,4.0,0.24,346.0,252.0,0.73,529.0,424.0,0.8
105,2019-10-30,106,Mié,Real Madrid,Leganés,5,0,4.8,0.3,0.61,0.39,20.0,9.0,0.45,5.0,3.0,0.6,666.0,577.0,0.87,425.0,333.0,0.78
106,2019-10-31,107,Jue,Mallorca,Osasuna,2,2,2.4,1.0,0.46,0.54,9.0,1.0,0.11,12.0,4.0,0.33,404.0,282.0,0.7,470.0,348.0,0.74
107,2019-10-31,108,Jue,Eibar,Villarreal,2,1,2.4,1.5,0.46,0.54,25.0,8.0,0.32,9.0,2.0,0.22,471.0,337.0,0.72,556.0,427.0,0.77
108,2019-10-31,109,Jue,Getafe,Granada,3,1,0.8,1.7,0.45,0.55,8.0,3.0,0.38,10.0,2.0,0.2,338.0,204.0,0.6,418.0,290.0,0.69
109,2019-11-02,110,Sáb,Espanyol,Valencia,1,2,1.3,1.9,0.46,0.54,12.0,3.0,0.25,10.0,3.0,0.3,402.0,278.0,0.69,467.0,356.0,0.76
110,2019-11-02,111,Sáb,Levante,Barcelona,3,1,1.0,2.3,0.36,0.64,9.0,3.0,0.33,8.0,5.0,0.63,383.0,290.0,0.76,694.0,607.0,0.87
111,2019-11-02,112,Sáb,Sevilla,Atlético Madrid,1,1,0.7,2.8,0.55,0.45,11.0,4.0,0.36,13.0,3.0,0.23,542.0,440.0,0.81,441.0,327.0,0.74
112,2019-11-02,113,Sáb,Real Madrid,Betis,0,0,2.8,0.5,0.63,0.38,22.0,7.0,0.32,13.0,3.0,0.23,650.0,545.0,0.84,390.0,307.0,0.79
113,2019-11-03,114,Dom,Valladolid,Mallorca,3,0,2.0,0.7,0.48,0.52,11.0,5.0,0.45,14.0,1.0,0.07,388.0,287.0,0.74,422.0,324.0,0.77
114,2019-11-03,115,Dom,Villarreal,Athletic Club,0,0,0.8,0.9,0.56,0.44,11.0,7.0,0.64,12.0,1.0,0.08,518.0,406.0,0.78,406.0,293.0,0.72
115,2019-11-03,116,Dom,Osasuna,Alavés,4,2,3.7,1.5,0.58,0.42,16.0,4.0,0.25,10.0,2.0,0.2,468.0,336.0,0.72,342.0,211.0,0.62
116,2019-11-03,117,Dom,Celta Vigo,Getafe,0,1,0.2,0.4,0.61,0.39,6.0,2.0,0.33,9.0,4.0,0.44,509.0,362.0,0.71,325.0,180.0,0.55
117,2019-11-03,118,Dom,Leganés,Eibar,1,2,1.4,0.9,0.54,0.46,12.0,5.0,0.42,7.0,4.0,0.57,473.0,340.0,0.72,403.0,273.0,0.68
118,2019-11-03,119,Dom,Granada,Real Sociedad,1,2,0.2,1.0,0.39,0.61,5.0,3.0,0.6,9.0,5.0,0.56,340.0,201.0,0.59,522.0,403.0,0.77
119,2019-11-08,120,Vie,Real Sociedad,Leganés,1,1,1.1,1.0,0.65,0.35,10.0,5.0,0.5,6.0,2.0,0.33,563.0,440.0,0.78,306.0,185.0,0.6
120,2019-11-09,121,Sáb,Alavés,Valladolid,3,0,3.4,0.3,0.46,0.54,13.0,4.0,0.31,7.0,1.0,0.14,385.0,262.0,0.68,453.0,326.0,0.72
121,2019-11-09,122,Sáb,Valencia,Granada,2,0,0.7,0.5,0.49,0.51,12.0,4.0,0.33,13.0,1.0,0.08,431.0,327.0,0.76,448.0,341.0,0.76
122,2019-11-09,123,Sáb,Eibar,Real Madrid,0,4,1.0,2.9,0.42,0.58,15.0,1.0,0.07,8.0,3.0,0.38,452.0,337.0,0.75,623.0,523.0,0.84
123,2019-11-09,124,Sáb,Barcelona,Celta Vigo,4,1,1.4,0.4,0.6,0.4,9.0,6.0,0.67,6.0,5.0,0.83,703.0,627.0,0.89,461.0,371.0,0.8
124,2019-11-10,125,Dom,Mallorca,Villarreal,3,1,1.7,3.2,0.35,0.65,3.0,1.0,0.33,20.0,5.0,0.25,333.0,249.0,0.75,624.0,527.0,0.84
125,2019-11-10,126,Dom,Athletic Club,Levante,2,1,1.6,0.6,0.57,0.43,23.0,10.0,0.43,8.0,2.0,0.25,496.0,387.0,0.78,378.0,280.0,0.74
126,2019-11-10,127,Dom,Atlético Madrid,Espanyol,3,1,2.7,0.4,0.5,0.5,18.0,5.0,0.28,10.0,1.0,0.1,469.0,342.0,0.73,470.0,327.0,0.7
127,2019-11-10,128,Dom,Getafe,Osasuna,0,0,1.3,0.1,0.54,0.46,14.0,5.0,0.36,4.0,1.0,0.25,416.0,255.0,0.61,350.0,198.0,0.57
128,2019-11-10,129,Dom,Betis,Sevilla,1,2,1.9,0.9,0.54,0.46,18.0,5.0,0.28,10.0,6.0,0.6,515.0,404.0,0.78,431.0,324.0,0.75
129,2019-11-22,130,Vie,Levante,Mallorca,2,1,1.8,1.7,0.5,0.5,13.0,6.0,0.46,14.0,7.0,0.5,463.0,367.0,0.79,466.0,376.0,0.81
130,2019-11-23,131,Sáb,Leganés,Barcelona,1,2,0.4,1.7,0.24,0.76,9.0,4.0,0.44,11.0,6.0,0.55,248.0,151.0,0.61,790.0,670.0,0.85
131,2019-11-23,132,Sáb,Betis,Valencia,2,1,1.7,1.0,0.6,0.4,25.0,8.0,0.32,9.0,3.0,0.33,551.0,468.0,0.85,370.0,276.0,0.75
132,2019-11-23,133,Sáb,Granada,Atlético Madrid,1,1,0.7,2.3,0.4,0.6,9.0,3.0,0.33,17.0,6.0,0.35,363.0,264.0,0.73,538.0,413.0,0.77
133,2019-11-23,134,Sáb,Real Madrid,Real Sociedad,3,1,1.4,1.6,0.54,0.46,18.0,10.0,0.56,11.0,6.0,0.55,590.0,501.0,0.85,512.0,424.0,0.83
134,2019-11-24,135,Dom,Espanyol,Getafe,1,1,1.1,0.7,0.54,0.46,6.0,2.0,0.33,11.0,2.0,0.18,435.0,273.0,0.63,378.0,208.0,0.55
135,2019-11-24,136,Dom,Osasuna,Athletic Club,1,2,1.3,1.1,0.59,0.41,12.0,7.0,0.58,6.0,4.0,0.67,487.0,354.0,0.73,340.0,224.0,0.66
136,2019-11-24,137,Dom,Eibar,Alavés,0,2,1.4,1.6,0.58,0.42,19.0,7.0,0.37,7.0,5.0,0.71,457.0,298.0,0.65,336.0,194.0,0.58
137,2019-11-24,138,Dom,Villarreal,Celta Vigo,1,3,1.2,1.9,0.6,0.4,15.0,1.0,0.07,11.0,7.0,0.64,616.0,511.0,0.83,418.0,321.0,0.77
138,2019-11-24,139,Dom,Valladolid,Sevilla,0,1,0.5,1.4,0.46,0.54,7.0,1.0,0.14,3.0,1.0,0.33,445.0,334.0,0.75,520.0,418.0,0.8
139,2019-11-29,140,Vie,Celta Vigo,Valladolid,0,0,1.1,0.4,0.58,0.42,13.0,5.0,0.38,9.0,2.0,0.22,567.0,466.0,0.82,415.0,311.0,0.75
140,2019-11-30,141,Sáb,Alavés,Real Madrid,1,2,1.3,1.8,0.36,0.64,7.0,1.0,0.14,12.0,6.0,0.5,374.0,280.0,0.75,678.0,578.0,0.85
141,2019-11-30,142,Sáb,Real Sociedad,Eibar,4,1,1.1,0.6,0.61,0.39,15.0,4.0,0.27,10.0,4.0,0.4,557.0,442.0,0.79,350.0,235.0,0.67
142,2019-11-30,143,Sáb,Mallorca,Betis,1,2,2.8,2.2,0.46,0.54,15.0,6.0,0.4,15.0,2.0,0.13,432.0,332.0,0.77,512.0,419.0,0.82
